name,region,date,value
Number of applications for consumer loans,Vologda Region,2013-06-15,6787
Number of applications for consumer loans,Vologda Region,2013-07-15,8232
Number of applications for consumer loans,Vologda Region,2013-08-15,8077
Number of applications for consumer loans,Vologda Region,2013-09-15,8217
Number of applications for consumer loans,Vologda Region,2013-10-15,10542
Number of applications for consumer loans,Vologda Region,2013-11-15,10445
Number of applications for consumer loans,Vologda Region,2013-12-15,11378
Number of applications for consumer loans,Vologda Region,2014-01-15,5144
Number of applications for consumer loans,Vologda Region,2014-02-15,7869
Number of applications for consumer loans,Vologda Region,2014-03-15,8013
Number of applications for consumer loans,Vologda Region,2014-04-15,10344
Number of applications for consumer loans,Vologda Region,2014-05-15,8943
Number of applications for consumer loans,Vologda Region,2014-06-15,9119
Number of applications for consumer loans,Vologda Region,2014-07-15,9995
Number of applications for consumer loans,Vologda Region,2014-08-15,9736
Number of applications for consumer loans,Vologda Region,2014-09-15,8929
Number of applications for consumer loans,Vologda Region,2014-10-15,8724
Number of applications for consumer loans,Vologda Region,2014-11-15,7770
Number of applications for consumer loans,Vologda Region,2014-12-15,8638
Number of applications for consumer loans,Vologda Region,2015-01-15,2551
Number of applications for consumer loans,Vologda Region,2015-02-15,3513
Number of applications for consumer loans,Vologda Region,2015-03-15,4274
Number of applications for consumer loans,Vologda Region,2015-04-15,5592
Number of applications for consumer loans,Vologda Region,2015-05-15,4871
Number of applications for consumer loans,Vologda Region,2015-06-15,9388
Number of applications for consumer loans,Vologda Region,2015-07-15,9793
Number of applications for consumer loans,Vologda Region,2015-08-15,8968
Number of applications for consumer loans,Vologda Region,2015-09-15,8443
Number of applications for consumer loans,Vologda Region,2015-10-15,9105
Number of applications for consumer loans,Vologda Region,2015-11-15,7867
Number of applications for consumer loans,Vologda Region,2015-12-15,10150
Number of applications for consumer loans,Vologda Region,2016-01-15,5794
Number of applications for consumer loans,Vologda Region,2016-02-15,6472
Number of applications for consumer loans,Vologda Region,2016-03-15,7377
Number of applications for consumer loans,Vologda Region,2016-04-15,8297
Number of applications for consumer loans,Vologda Region,2016-05-15,7986
Number of applications for consumer loans,Vologda Region,2016-06-15,8420
Number of applications for consumer loans,Vologda Region,2016-07-15,8103
Number of applications for consumer loans,Vologda Region,2016-08-15,9277
Number of applications for consumer loans,Vologda Region,2016-09-15,8071
Number of applications for consumer loans,Vologda Region,2016-10-15,7824
Number of applications for consumer loans,Vologda Region,2016-11-15,8549
Number of applications for consumer loans,Vologda Region,2016-12-15,10008
Number of applications for consumer loans,Vologda Region,2017-01-15,6235
Number of applications for consumer loans,Vologda Region,2017-02-15,6955
Number of applications for consumer loans,Vologda Region,2017-03-15,9079
Number of applications for consumer loans,Vologda Region,2017-04-15,8270
Number of applications for consumer loans,Voronezh region,2013-01-15,8758
Number of applications for consumer loans,Voronezh region,2013-02-15,8165
Number of applications for consumer loans,Voronezh region,2013-03-15,9819
Number of applications for consumer loans,Voronezh region,2013-04-15,13000
Number of applications for consumer loans,Voronezh region,2013-05-15,13470
Number of applications for consumer loans,Voronezh region,2013-06-15,11431
Number of applications for consumer loans,Voronezh region,2013-07-15,13795
Number of applications for consumer loans,Voronezh region,2013-08-15,13717
Number of applications for consumer loans,Voronezh region,2013-09-15,12966
Number of applications for consumer loans,Voronezh region,2013-10-15,13956
Number of applications for consumer loans,Voronezh region,2013-11-15,14862
Number of applications for consumer loans,Voronezh region,2013-12-15,15804
Number of applications for consumer loans,Voronezh region,2014-01-15,7878
Number of applications for consumer loans,Voronezh region,2014-02-15,12067
Number of applications for consumer loans,Voronezh region,2014-03-15,12884
Number of applications for consumer loans,Voronezh region,2014-04-15,14524
Number of applications for consumer loans,Voronezh region,2014-05-15,13813
Number of applications for consumer loans,Voronezh region,2014-06-15,13467
Number of applications for consumer loans,Voronezh region,2014-07-15,14927
Number of applications for consumer loans,Voronezh region,2014-08-15,14496
Number of applications for consumer loans,Voronezh region,2014-09-15,13399
Number of applications for consumer loans,Voronezh region,2014-10-15,12754
Number of applications for consumer loans,Voronezh region,2014-11-15,11618
Number of applications for consumer loans,Voronezh region,2014-12-15,12836
Number of applications for consumer loans,Voronezh region,2015-01-15,4067
Number of applications for consumer loans,Voronezh region,2015-02-15,5046
Number of applications for consumer loans,Voronezh region,2015-03-15,6184
Number of applications for consumer loans,Voronezh region,2015-04-15,7977
Number of applications for consumer loans,Voronezh region,2015-05-15,7627
Number of applications for consumer loans,Voronezh region,2015-06-15,13948
Number of applications for consumer loans,Voronezh region,2015-07-15,14989
Number of applications for consumer loans,Voronezh region,2015-08-15,12261
Number of applications for consumer loans,Voronezh region,2015-09-15,11449
Number of applications for consumer loans,Voronezh region,2015-10-15,10817
Number of applications for consumer loans,Voronezh region,2015-11-15,9972
Number of applications for consumer loans,Voronezh region,2015-12-15,13922
Number of applications for consumer loans,Voronezh region,2016-01-15,8528
Number of applications for consumer loans,Voronezh region,2016-02-15,9545
Number of applications for consumer loans,Voronezh region,2016-03-15,11400
Number of applications for consumer loans,Voronezh region,2016-04-15,11788
Number of applications for consumer loans,Voronezh region,2016-05-15,12942
Number of applications for consumer loans,Voronezh region,2016-06-15,14099
Number of applications for consumer loans,Voronezh region,2016-07-15,15911
Number of applications for consumer loans,Voronezh region,2016-08-15,16415
Number of applications for consumer loans,Voronezh region,2016-09-15,14099
Number of applications for consumer loans,Voronezh region,2016-10-15,13304
Number of applications for consumer loans,Voronezh region,2016-11-15,14867
Number of applications for consumer loans,Voronezh region,2016-12-15,16768
Number of applications for consumer loans,Voronezh region,2017-01-15,11034
Number of applications for consumer loans,Voronezh region,2017-02-15,12223
Number of applications for consumer loans,Voronezh region,2017-03-15,17490
Number of applications for consumer loans,Voronezh region,2017-04-15,14986
Number of applications for consumer loans,Jewish Autonomous Region,2013-01-15,607
Number of applications for consumer loans,Jewish Autonomous Region,2013-02-15,606
Number of applications for consumer loans,Jewish Autonomous Region,2013-03-15,753
Number of applications for consumer loans,Jewish Autonomous Region,2013-04-15,1037
Number of applications for consumer loans,Jewish Autonomous Region,2013-05-15,969
Number of applications for consumer loans,Jewish Autonomous Region,2013-06-15,986
Number of applications for consumer loans,Jewish Autonomous Region,2013-07-15,1201
Number of applications for consumer loans,Jewish Autonomous Region,2013-08-15,1033
Number of applications for consumer loans,Jewish Autonomous Region,2013-09-15,1007
Number of applications for consumer loans,Jewish Autonomous Region,2013-10-15,1225
Number of applications for consumer loans,Jewish Autonomous Region,2013-11-15,986
Number of applications for consumer loans,Jewish Autonomous Region,2013-12-15,1184
Number of applications for consumer loans,Jewish Autonomous Region,2014-01-15,574
Number of applications for consumer loans,Jewish Autonomous Region,2014-02-15,929
Number of applications for consumer loans,Jewish Autonomous Region,2014-03-15,1015
Number of applications for consumer loans,Jewish Autonomous Region,2014-04-15,1205
Number of applications for consumer loans,Jewish Autonomous Region,2014-05-15,1157
Number of applications for consumer loans,Jewish Autonomous Region,2014-06-15,1175
Number of applications for consumer loans,Jewish Autonomous Region,2014-07-15,1308
Number of applications for consumer loans,Jewish Autonomous Region,2014-08-15,1258
Number of applications for consumer loans,Jewish Autonomous Region,2014-09-15,1173
Number of applications for consumer loans,Jewish Autonomous Region,2014-10-15,1091
Number of applications for consumer loans,Jewish Autonomous Region,2014-11-15,896
Number of applications for consumer loans,Jewish Autonomous Region,2014-12-15,1203
Number of applications for consumer loans,Jewish Autonomous Region,2015-01-15,350
Number of applications for consumer loans,Jewish Autonomous Region,2015-02-15,415
Number of applications for consumer loans,Jewish Autonomous Region,2015-03-15,461
Number of applications for consumer loans,Jewish Autonomous Region,2015-04-15,736
Number of applications for consumer loans,Jewish Autonomous Region,2015-05-15,691
Number of applications for consumer loans,Jewish Autonomous Region,2015-06-15,1231
Number of applications for consumer loans,Jewish Autonomous Region,2015-07-15,1283
